plant_id,source,source_record_id,scientific_name_in_master,resolution_status
PLANT-1132,BSI,937,Indigofera glandulosa Willd.,BSI_ONLY
PLANT-1133,BSI,938,Indigofera linifolia (L.f.) Retz.,BSI_ONLY
PLANT-1134,BSI,939,Indigofera linnaei Ali,BSI_ONLY
PLANT-1135,BSI,940,Indigofera oblongifolia Forsk.,BSI_ONLY
PLANT-1136,BSI,941,Indigofera suffruticosa Mill.,BSI_ONLY
PLANT-1137,BSI,942,Indigofera tinctoria L.,MATCHED
PLANT-1137,NMPB,504,Indigofera tinctoria L.,MATCHED
PLANT-1138,BSI,943,Indigofera trifoliata L.,BSI_ONLY
PLANT-1139,BSI,944,Indigofera trita L.f.,BSI_ONLY
PLANT-1140,BSI,945,Inula graveolens Desf.,BSI_ONLY
PLANT-1141,NMPB,505,Inula racemosa Hook.f.,NMPB_ONLY
PLANT-1142,BSI,946,Inula recemosa Hook.f.,BSI_ONLY
PLANT-1143,NMPB,506,Inula royleana DC.,NMPB_ONLY
PLANT-1144,BSI,947,Ipomoea alba L.,BSI_ONLY
PLANT-1145,BSI,948,Ipomoea aquatica Forsk.,BSI_ONLY
PLANT-1146,BSI,949,Ipomoea batatas (L.) Lam.,BSI_ONLY
PLANT-1147,BSI,950,Ipomoea cairica (L.) Sweet,BSI_ONLY
PLANT-1148,BSI,951,Ipomoea coptica (L.) Roth,BSI_ONLY
PLANT-1149,BSI,952,Ipomoea dasysperma Jacq.,BSI_ONLY
PLANT-1150,BSI,953,Ipomoea eriocarpa R.Br.,BSI_ONLY
PLANT-1151,BSI,954,Ipomoea hederifolia L.,BSI_ONLY
PLANT-1152,NMPB,507,Ipomoea mauritiana Jacq.; [ = I. digitata L.],NMPB_ONLY
PLANT-1153,BSI,955,Ipomoea muricata (L.) Jacq.,BSI_ONLY
PLANT-1154,BSI,956,Ipomoea nil (L.) Roth.,MATCHED
PLANT-1154,NMPB,508,Ipomoea nil (L.) Roth.,MATCHED
PLANT-1155,BSI,957,Ipomoea obscura(L.) Ker-Gawl.,MATCHED
PLANT-1155,NMPB,509,Ipomoea obscura(L.) Ker-Gawl.,MATCHED
PLANT-1156,BSI,958,Ipomoea paniculata R.Br.,BSI_ONLY
PLANT-1157,BSI,959,Ipomoea pes-caprae (L.) Roth,MATCHED
PLANT-1157,NMPB,510,Ipomoea pes-caprae (L.) Roth,MATCHED
PLANT-1158,NMPB,512,Ipomoea petaloidea Choisy,NMPB_ONLY
PLANT-1159,BSI,961,Ipomoea purga Hayne,BSI_ONLY
PLANT-1160,BSI,962,Ipomoea purpurea (L.) Roth.,BSI_ONLY
PLANT-1161,BSI,963,Ipomoea quamoclit L.,BSI_ONLY
PLANT-1162,NMPB,513,Ipomoea reptans Poir.,NMPB_ONLY
PLANT-1163,BSI,964,Ipomoea sepiaria Roxb. ex Koen.,MATCHED
PLANT-1163,NMPB,514,Ipomoea sepiaria Roxb. ex Koen.,MATCHED
PLANT-1164,BSI,965,Ipomoea tuberosa L.,BSI_ONLY
PLANT-1165,BSI,966,Ipomoea violacea L.,BSI_ONLY
PLANT-1166,BSI,967,Iris domestica (L.) Goldblatt & Mabb.,BSI_ONLY
PLANT-1167,NMPB,515,Iris germanica L.,NMPB_ONLY
PLANT-1168,BSI,968,Ixora arborea Roxb. ex Sm.,BSI_ONLY
PLANT-1169,BSI,969,Ixora coccinea L.,MATCHED
PLANT-1169,NMPB,516,Ixora coccinea L.,MATCHED
PLANT-1170,BSI,970,Ixora nigricans R.Br. ex Wight & Arn.,BSI_ONLY
PLANT-1171,BSI,971,Jasminum angustifolium Vahl.,MATCHED
PLANT-1171,NMPB,517,Jasminum angustifolium Vahl.,MATCHED
PLANT-1172,BSI,972,Jasminum arborescens Roxb.,BSI_ONLY
PLANT-1173,BSI,973,Jasminum azoricum L.,BSI_ONLY
PLANT-1174,BSI,974,Jasminum grandiflorum L.,MATCHED
PLANT-1174,NMPB,518,Jasminum grandiflorum L.,MATCHED
PLANT-1175,BSI,975,Jasminum multiflorum (Burm.f.) Andrews,BSI_ONLY
PLANT-1176,BSI,976,Jasminum officinale L.,MATCHED
PLANT-1176,NMPB,519,Jasminum officinale L.,MATCHED
PLANT-1177,BSI,977,Jasminum ritchiei C.B.Clarke,BSI_ONLY
PLANT-1178,BSI,978,Jasminum rottlerianum Wall. ex A.DC.,BSI_ONLY
PLANT-1179,BSI,979,Jasminum sambac (L.) Aiton,MATCHED
PLANT-1179,NMPB,520,Jasminum sambac (L.) Aiton,MATCHED
PLANT-1180,BSI,980,Jasminum scandens Vahl,BSI_ONLY
PLANT-1181,BSI,981,Jateorhiza palmata Miers,BSI_ONLY
PLANT-1182,BSI,982,Jatropha curcas L.,MATCHED
PLANT-1182,NMPB,521,Jatropha curcas L.,MATCHED
PLANT-1183,BSI,983,Jatropha glandulifera Roxb.,BSI_ONLY
PLANT-1184,BSI,984,Jatropha gossypifolia Roxb.,BSI_ONLY
PLANT-1185,BSI,985,Jatropha multifida L.,BSI_ONLY
PLANT-1186,BSI,986,Jatropha nana Dalzell & A.Gibson,BSI_ONLY
PLANT-1187,BSI,987,Juglans regia L.,MATCHED
PLANT-1187,NMPB,522,Juglans regia L.,MATCHED
PLANT-1188,BSI,988,Juncellus inundatus (Roxb.) C.B.Clarke,BSI_ONLY
PLANT-1189,BSI,989,Juncus effusus L.,BSI_ONLY
PLANT-1190,BSI,990,Juniperus communis L.,MATCHED
PLANT-1190,NMPB,523,Juniperus communis L.,MATCHED
PLANT-1191,NMPB,524,Juniperus macropoda Boiss.,NMPB_ONLY
PLANT-1192,BSI,991,Juniperus polycarpus C.Koch,BSI_ONLY
PLANT-1193,BSI,992,Juniperus recurva Buch.-Ham. ex D.Don,BSI_ONLY
PLANT-1194,BSI,993,Jurinea dolomiaea Boiss.,BSI_ONLY
PLANT-1195,NMPB,525,Jurinea macrocephala DC.; [ = J. dolomiaea Boiss.],NMPB_ONLY
PLANT-1196,BSI,994,Justicia adhatoda L.,BSI_ONLY
PLANT-1197,BSI,995,Justicia betonica L.,BSI_ONLY
PLANT-1198,BSI,996,Justicia gendarussa Burm.f.,MATCHED
PLANT-1198,NMPB,526,Justicia gendarussa Burm.f.,MATCHED
PLANT-1199,BSI,997,Justicia procumbens L.,BSI_ONLY
PLANT-1200,NMPB,527,Kaempferia galanga L.,NMPB_ONLY
PLANT-1201,BSI,998,Kaempferia rotunda L.,MATCHED
PLANT-1201,NMPB,528,Kaempferia rotunda L.,MATCHED
PLANT-1202,BSI,999,Kalanchoe integra (Medik.) Kuntze,BSI_ONLY
PLANT-1203,BSI,1000,Kalanchoe laciniata (L.) Pers.,MATCHED
PLANT-1203,NMPB,529,Kalanchoe laciniata (L.) Pers.,MATCHED
PLANT-1204,BSI,1001,Kedrostis rostrata (Rottl.) Cogn.,MATCHED
PLANT-1204,NMPB,530,Kedrostis rostrata (Rottl.) Cogn.,MATCHED
PLANT-1205,BSI,1002,Kendelia rheedii Wight & Arn.,BSI_ONLY
PLANT-1206,BSI,1003,Kickxia ramosissima (Wall.) Janch.,BSI_ONLY
PLANT-1207,BSI,1004,Kigelia pinnata (Jacq.) DC.,BSI_ONLY
PLANT-1208,BSI,1005,Kingiodendron pinnatum (Roxb. ex DC.) Harms.,BSI_ONLY
PLANT-1209,BSI,1006,Kirganelia reticulata (Poir.) Baill.,BSI_ONLY
PLANT-1210,BSI,1007,Kleinhovia hospita L.,BSI_ONLY
PLANT-1211,BSI,1008,Knema angustifolia (Roxb.) Warb.,BSI_ONLY
PLANT-1212,BSI,1009,Kochia indica Wight,BSI_ONLY
PLANT-1213,BSI,1010,Kochia scoparia (L.) Schrad.,BSI_ONLY
PLANT-1214,BSI,1011,Kokoona zeylanica Thwaites,BSI_ONLY
PLANT-1215,BSI,1012,Krameria triandra Ruiz & Pav.,BSI_ONLY
PLANT-1216,BSI,1013,Kydia calycina Roxb.,BSI_ONLY
PLANT-1217,BSI,1014,Kyllinga brevifolia Rottb.,BSI_ONLY
PLANT-1218,BSI,1015,Kyllinga nemoralis (Forst.) Dandy ex Hutcins. & Dalziel,BSI_ONLY
PLANT-1219,BSI,1016,Lablab purpureus (L.) Sweet,BSI_ONLY
PLANT-1220,BSI,1017,Lactuca indica L.,BSI_ONLY
PLANT-1221,BSI,1018,Lactuca remotiflora DC.,BSI_ONLY
PLANT-1222,BSI,1019,Lactuca runcinata DC.,BSI_ONLY
PLANT-1223,BSI,1020,Lactuca sativa L.,BSI_ONLY
PLANT-1224,BSI,1021,Lactuca scariola L.,BSI_ONLY
PLANT-1225,BSI,1022,Lagenandra toxicaria Dalzell,BSI_ONLY
PLANT-1226,BSI,1023,Lagenaria siceraria (Molina) Standl.,MATCHED
PLANT-1226,NMPB,531,Lagenaria siceraria (Molina) Standl.,MATCHED
PLANT-1227,BSI,1024,Lagerstroemia indica L.,BSI_ONLY
PLANT-1228,BSI,1025,Lagerstroemia speciosa (L.) Pers.,MATCHED
PLANT-1228,NMPB,532,Lagerstroemia speciosa (L.) Pers.,MATCHED
PLANT-1229,NMPB,533,Lagotis glauca Gaertn.,NMPB_ONLY
PLANT-1230,BSI,1026,Lallemantia royleana (Wall. ex Benth.) Benth.,MATCHED
PLANT-1230,NMPB,534,Lallemantia royleana (Wall. ex Benth.) Benth.,MATCHED
PLANT-1231,BSI,1027,Laminaria saccharina Lam.,BSI_ONLY
PLANT-1232,BSI,1028,Lamium album L.,BSI_ONLY
PLANT-1233,BSI,1029,Lamium amplexicaule L.,BSI_ONLY
PLANT-1234,BSI,1030,Lamprachaenium microcephalum Benth.,BSI_ONLY
PLANT-1235,BSI,1031,Lannea coromandelica (Houtt.) Merr.,MATCHED
PLANT-1235,NMPB,535,Lannea coromandelica (Houtt.) Merr.,MATCHED
PLANT-1236,NMPB,536,Lantana camara L.,NMPB_ONLY
PLANT-1237,BSI,1032,Lasia spinosa (L.) Thwaites,BSI_ONLY
PLANT-1238,BSI,1033,Lathyrus aphaca L.,BSI_ONLY
PLANT-1239,BSI,1034,Lathyrus odoratus L.,BSI_ONLY
PLANT-1240,BSI,1035,Lathyrus pratensis L.,BSI_ONLY
PLANT-1241,BSI,1036,Lathyrus sativus L.,MATCHED
PLANT-1241,NMPB,537,Lathyrus sativus L.,MATCHED
PLANT-1242,BSI,1037,Lathyrus sphaericus Retz.,BSI_ONLY
PLANT-1243,BSI,1038,Launaea asplenifolia (Willd.) Hook.f.,BSI_ONLY
PLANT-1244,BSI,1039,Launaea resedifolia (L.) Kuntze,BSI_ONLY
PLANT-1245,BSI,1040,Launaea sarmentosa (Willd.) Alston,BSI_ONLY
PLANT-1246,BSI,1041,Laurentia longiflora (L.) Endl.,BSI_ONLY
PLANT-1247,NMPB,538,Laurus nobilis L.,NMPB_ONLY
PLANT-1248,BSI,1042,Lavandula bipinnata (Roth) Kuntze,BSI_ONLY
PLANT-1249,BSI,1043,Lavandula stoechas L.,MATCHED
PLANT-1249,NMPB,539,Lavandula stoechas L.,MATCHED
PLANT-1250,BSI,1044,Lavandula vera DC.,BSI_ONLY
PLANT-1251,BSI,1045,Lawsonia inermis L.,MATCHED
PLANT-1251,NMPB,540,Lawsonia inermis L.,MATCHED
PLANT-1252,BSI,1046,Leea aequata L.,BSI_ONLY
PLANT-1253,BSI,1047,Leea crispa L.,BSI_ONLY
PLANT-1254,BSI,1048,Leea indica (Burm.f.) Merr.,BSI_ONLY
PLANT-1255,BSI,1049,Leea macrophylla Roxb. ex Hornem.,BSI_ONLY
PLANT-1256,BSI,1050,Lens culinaris Medik.,BSI_ONLY
PLANT-1257,BSI,1051,Leonotis nepetaiefolia R.Br.,BSI_ONLY
PLANT-1258,BSI,1052,Leonurus cardiaca L.,BSI_ONLY
PLANT-1259,BSI,1053,Leonurus sibiricus L.,BSI_ONLY
PLANT-1260,BSI,1054,Lepidagathis cristata Willd.,BSI_ONLY
PLANT-1261,BSI,1055,Lepidagathis hamiltoniana Wall.,BSI_ONLY
PLANT-1262,BSI,1056,Lepidagathis incurva Buch.-Ham. ex D.Don,BSI_ONLY
PLANT-1263,BSI,1057,Lepidagathis trinervis Nees,BSI_ONLY
PLANT-1264,BSI,1058,Lepidium iberis L.,BSI_ONLY
PLANT-1265,BSI,1059,Lepidium latifolium L.,BSI_ONLY
PLANT-1266,BSI,1060,Lepidium sativum L.,MATCHED
PLANT-1266,NMPB,541,Lepidium sativum L.,MATCHED
PLANT-1267,BSI,1061,Leptadenia reticulata (Retz.) Wight & Arn.,MATCHED
PLANT-1267,NMPB,542,Leptadenia reticulata (Retz.) Wight & Arn.,MATCHED
PLANT-1268,BSI,1062,Leucaena glauca (L.) Benth.,BSI_ONLY
PLANT-1269,BSI,1063,Leucas aspera (Willd.) Link,MATCHED
PLANT-1269,NMPB,543,Leucas aspera (Willd.) Link,MATCHED
PLANT-1270,BSI,1064,Leucas cephalotus (Roth.) Spreng.,BSI_ONLY
PLANT-1271,BSI,1065,Leucas lavandulifolia Sm.,BSI_ONLY
PLANT-1272,BSI,1066,Leucas stelligera Wall.,BSI_ONLY
PLANT-1273,BSI,1067,Leucas zeylanica R.Br.,BSI_ONLY
PLANT-1274,BSI,1068,Licuala spinosa Wurmb.,BSI_ONLY
PLANT-1275,BSI,1069,Lilium giganteum Wall.,BSI_ONLY
PLANT-1276,BSI,1070,Lilium martagon L.,BSI_ONLY
PLANT-1277,NMPB,544,Lilium polyphyllum D.Don,NMPB_ONLY
PLANT-1278,BSI,1071,Lilium tigrinum Ker Gawl.,BSI_ONLY
PLANT-1279,BSI,1072,Lilium wallichianum Schult.f.,BSI_ONLY
PLANT-1280,BSI,1073,Limnophila aromatica (Lam.) Merr.,BSI_ONLY
PLANT-1281,BSI,1074,Limnophila indica (L.) Druce,BSI_ONLY
PLANT-1282,BSI,1075,Limnophila rugosa (Roth) Merr.,BSI_ONLY
PLANT-1283,BSI,1076,Limonia acidissima L.,MATCHED
PLANT-1283,NMPB,545,Limonia acidissima L.,MATCHED
PLANT-1284,BSI,1077,Lindera caudata Benth.,BSI_ONLY
PLANT-1285,BSI,1078,Lindera neesiana (Nees) Kurz,BSI_ONLY
PLANT-1286,BSI,1079,Linderbergia indica (L.) Vatke,BSI_ONLY
PLANT-1287,BSI,1080,Lindernia anagallis (Burm.f.) Pennell,BSI_ONLY
PLANT-1288,BSI,1081,Lindernia crustacea (L.) F.Muell.,BSI_ONLY
PLANT-1289,BSI,1082,Lindernia oppositifolia (Retz.) Mukerjee,BSI_ONLY
PLANT-1290,BSI,1083,Lindernia procumbens (Krock.) Philcox,BSI_ONLY
PLANT-1291,BSI,1084,Lindernia ruelloides (Colsm.) Mukherjee,BSI_ONLY
PLANT-1292,BSI,1085,Linum usitatissimum L.,MATCHED
PLANT-1292,NMPB,546,Linum usitatissimum L.,MATCHED
PLANT-1293,BSI,1086,Liriodendron tulipifera L.,BSI_ONLY
PLANT-1294,BSI,1087,Litchi chinensis Sonn.,BSI_ONLY
PLANT-1295,BSI,1088,Lithospermum arvensis L.,BSI_ONLY
PLANT-1296,BSI,1089,Lithospermum officinale L.,BSI_ONLY
PLANT-1297,BSI,1090,Litsea cubeba (Lour.) Pers.,BSI_ONLY
PLANT-1298,NMPB,547,Litsea glutinosa (Lour.) C.B.Rob.; [ = L. chinensis Lam.],NMPB_ONLY
PLANT-1299,BSI,1091,Litsea lancifolia Hook.f.,BSI_ONLY
PLANT-1300,BSI,1092,Litsea monopetala (Roxb.) Pers.,BSI_ONLY
PLANT-1301,BSI,1093,Litsea stocksii Hook.f.,BSI_ONLY
PLANT-1302,BSI,1094,Lobelia inflata L.,BSI_ONLY
PLANT-1303,BSI,1095,Lobelia leschenaultiana (Presl.) Skottsh.,BSI_ONLY
PLANT-1304,NMPB,548,Lobelia nicotianaefolia Roth ex,NMPB_ONLY
PLANT-1305,BSI,1096,Lobelia nicotianifolia Roth ex Roem. & Schult.,BSI_ONLY
PLANT-1306,BSI,1097,Lobelia pyramidalis Wall.,BSI_ONLY
PLANT-1307,NMPB,549,Lodoicea maldivica (J.F.Gmel.),NMPB_ONLY
PLANT-1308,BSI,1098,Lolium temulentum L.,BSI_ONLY
PLANT-1309,BSI,1099,Lonicera japonica Thunb.,BSI_ONLY
PLANT-1310,BSI,1100,Lonicera periclymenum L.,BSI_ONLY
PLANT-1311,BSI,1101,Lonicera semenovii Regel.,BSI_ONLY
PLANT-1312,BSI,1102,Loxococcus rupicola Wendl. & Drude,BSI_ONLY
PLANT-1313,BSI,1103,Ludwigia adscendens (L.) Hara,BSI_ONLY
PLANT-1314,BSI,1104,Ludwigia octovalvis (Jacq.) P.H.Raven,BSI_ONLY
PLANT-1315,BSI,1105,Ludwigia perennis L.,BSI_ONLY
PLANT-1316,BSI,1106,Ludwigia prostrata Roxb.,BSI_ONLY
PLANT-1317,BSI,1107,Luffa acutangula (L.) Roxb.,MATCHED
PLANT-1317,NMPB,550,Luffa acutangula (L.) Roxb.,MATCHED
PLANT-1318,NMPB,551,Luffa aegyptiaca Mill.,NMPB_ONLY
PLANT-1319,BSI,1108,Luffa cylindrica(L.) M.Roem.,BSI_ONLY
PLANT-1320,BSI,1109,Luffa echinata Roxb.,MATCHED
PLANT-1320,NMPB,552,Luffa echinata Roxb.,MATCHED
PLANT-1321,BSI,1110,Luisia tenuifolia Blume,BSI_ONLY
PLANT-1322,BSI,1111,Lumnitzera racemosa Willd.,BSI_ONLY
PLANT-1323,BSI,1112,Lupinus albus L.,BSI_ONLY
PLANT-1324,BSI,1113,Lupinus angustifolius L.,BSI_ONLY
PLANT-1325,BSI,1114,Lupinus luteus L.,BSI_ONLY
PLANT-1326,BSI,1115,Luvunga scandens (Roxb.) Buch.-Ham. ex Wight,MATCHED
PLANT-1326,NMPB,553,Luvunga scandens (Roxb.) Buch.-Ham. ex Wight,MATCHED
PLANT-1327,BSI,1116,Lychnis coronaria (L.) Desr.,BSI_ONLY
PLANT-1328,BSI,1117,Lycium barbarum L.,BSI_ONLY
PLANT-1329,BSI,1118,Lycopodium cernuum L.,BSI_ONLY
PLANT-1330,BSI,1119,Lycopodium clavatum L.,MATCHED
PLANT-1330,NMPB,554,Lycopodium clavatum L.,MATCHED
PLANT-1331,BSI,1120,Lycopus europaeus L.,BSI_ONLY
PLANT-1332,BSI,1121,Lygodium flexuosum (L.) Sw.,MATCHED
PLANT-1332,NMPB,555,Lygodium flexuosum (L.) Sw.,MATCHED
PLANT-1333,BSI,1122,Lygodium japonicum (Thunb.) Sw.,BSI_ONLY
PLANT-1334,BSI,1123,Lygodium microphyllum (Cav.) R.Br.,BSI_ONLY
PLANT-1335,BSI,1124,Lyonia ovalifolia (Wall.) Drude,BSI_ONLY
PLANT-1336,BSI,1125,Macaranga denticulata (Blume) Muell.-Arg.,BSI_ONLY
PLANT-1337,BSI,1126,Macaranga indica Wight,BSI_ONLY
PLANT-1338,BSI,1127,Macaranga peltata (Roxb.) Muell.-Arg.,BSI_ONLY
PLANT-1339,BSI,1128,Madhuca butyracea (Roxb.) J.F.Macbr.,BSI_ONLY
PLANT-1340,NMPB,556,Madhuca indica J.F.Gmel.; [ = Bassia latifolia Roxb.],NMPB_ONLY
PLANT-1341,BSI,1129,Madhuca longifolia (Koen.) Macbride,MATCHED
PLANT-1341,NMPB,557,Madhuca longifolia (Koen.) Macbride,MATCHED
PLANT-1342,BSI,1130,Magnolia grandifolia L.,BSI_ONLY
PLANT-1343,BSI,1131,Mahonia borealis Takeda,BSI_ONLY
PLANT-1344,NMPB,558,Mahonia leschenaultia (Wall. ex,NMPB_ONLY
PLANT-1345,BSI,1132,Mahonia sikkimensis Takeda,BSI_ONLY
PLANT-1346,BSI,1133,Majorana hortensis Moench.,BSI_ONLY
PLANT-1347,BSI,1134,Malachra capitata L.,BSI_ONLY
PLANT-1348,NMPB,559,Malaxis acuminata D.Don,NMPB_ONLY
PLANT-1349,NMPB,560,Malaxis muscifera (Lindl.) Kuntze,NMPB_ONLY
PLANT-1350,BSI,1135,Mallotus philippensis (Lam.) Muell.Arg.,MATCHED
PLANT-1350,NMPB,561,Mallotus philippensis (Lam.) Muell.Arg.,MATCHED
PLANT-1351,BSI,1136,Malpighia glabra L.,BSI_ONLY
PLANT-1352,BSI,1137,Malpighia punicifolia L.,BSI_ONLY
PLANT-1353,BSI,1138,Malus pumila Mill.,BSI_ONLY
PLANT-1354,BSI,1139,Malus sylvestris Mill.,BSI_ONLY
PLANT-1355,BSI,1140,Malva parvifolia L.,BSI_ONLY
PLANT-1356,BSI,1141,Malva rotundifolia L.,BSI_ONLY
PLANT-1357,BSI,1142,Malva sylvestris L.,MATCHED
PLANT-1357,NMPB,562,Malva sylvestris L.,MATCHED
PLANT-1358,BSI,1143,Malva verticillata L.,BSI_ONLY
PLANT-1359,BSI,1144,Malvastrum coromandelianum (L.) Garcke,BSI_ONLY
PLANT-1360,NMPB,563,Mammea suriga (Buch.-Ham.,NMPB_ONLY
PLANT-1361,BSI,1145,Mandragora officinarum L.,BSI_ONLY
PLANT-1362,BSI,1146,Mangifera indica L.,MATCHED
PLANT-1362,NMPB,564,Mangifera indica L.,MATCHED
PLANT-1363,BSI,1147,Manihot esculenta Crantz.,BSI_ONLY
PLANT-1364,BSI,1148,Manilkara hexandra (Roxb.) Dubard,BSI_ONLY
PLANT-1365,BSI,1149,Manilkara kauki (L.) Dubard,BSI_ONLY
PLANT-1366,NMPB,565,Mappia foetida (Wight) Miers; [ = Nothapodytes nimmoniana,NMPB_ONLY
PLANT-1367,NMPB,566,Maranta arundinacea L.,NMPB_ONLY
PLANT-1368,BSI,1150,Marrubium vulgare L.,BSI_ONLY
PLANT-1369,BSI,1151,Marsdenia roylei Wight,MATCHED
PLANT-1369,NMPB,567,Marsdenia roylei Wight,MATCHED
PLANT-1370,BSI,1152,Marsdenia tenacissima (Roxb.) Moon,MATCHED
PLANT-1370,NMPB,568,Marsdenia tenacissima (Roxb.) Moon,MATCHED
PLANT-1371,BSI,1153,Marsdenia tinctoria R.Br.,BSI_ONLY
PLANT-1372,NMPB,569,Marsdenia volubilis (L.f.) T.Cooke; [ = Wattakaka volubilis (L.f.) Stapf;,NMPB_ONLY
PLANT-1373,BSI,1154,Marsilea minuta L.,BSI_ONLY
PLANT-1374,NMPB,570,Marsilea quadrifolia L.,NMPB_ONLY
PLANT-1375,NMPB,571,Martynia annua L.,NMPB_ONLY
PLANT-1376,BSI,1155,Matricaria chamomilla L.,BSI_ONLY
PLANT-1377,BSI,1156,Matthiola incana (L.) R.Br.,BSI_ONLY
PLANT-1378,BSI,1157,Maytenus emarginata (Willd.) Ding Hou,MATCHED
PLANT-1378,NMPB,572,Maytenus emarginata (Willd.) Ding Hou,MATCHED
PLANT-1379,BSI,1158,Measa chisia Ham. ex D.Don,BSI_ONLY
PLANT-1380,BSI,1159,Measa indica (Roxb.) DC.,BSI_ONLY
PLANT-1381,BSI,1160,Measa ramentacea Wall.,BSI_ONLY
PLANT-1382,NMPB,573,Meconopsis aculeata Royle,NMPB_ONLY
PLANT-1383,BSI,1161,Medicago sativa L.,MATCHED
PLANT-1383,NMPB,574,Medicago sativa L.,MATCHED
PLANT-1384,BSI,1162,Melanorrhoea usiata Wall.,BSI_ONLY
PLANT-1385,BSI,1163,Melastoma malabathricum L.,MATCHED
PLANT-1385,NMPB,575,Melastoma malabathricum L.,MATCHED
PLANT-1386,BSI,1164,Melia azedarach L.,MATCHED
PLANT-1386,NMPB,576,Melia azedarach L.,MATCHED
PLANT-1387,BSI,1165,Melilotus alba Medik. ex Desr.,BSI_ONLY
PLANT-1388,BSI,1166,Melilotus indica (L.) All.,BSI_ONLY
PLANT-1389,BSI,1167,Melilotus officinalis (L.) Medik. ex Desr.,BSI_ONLY
PLANT-1390,BSI,1168,Melissa axillaris (Benth.) Bakh.f.,BSI_ONLY
PLANT-1391,NMPB,577,Melocanna bambusoides Trin.,NMPB_ONLY
PLANT-1392,BSI,1169,Melochia corchorifolia L.,BSI_ONLY
PLANT-1393,BSI,1170,Melodinus monogynus Roxb.,BSI_ONLY
PLANT-1394,BSI,1171,Melothria amplexicaulis (Lam.) Cogn.,BSI_ONLY
PLANT-1395,BSI,1172,Melothria maderaspatana (L.) Cogn.,BSI_ONLY
PLANT-1396,BSI,1173,Melothria scabra Naudin,BSI_ONLY
PLANT-1397,BSI,1174,Memecylon angustifolium Wight,BSI_ONLY
PLANT-1398,BSI,1175,Memecylon umbellatum Burm.f.,BSI_ONLY
PLANT-1399,BSI,1176,Mentha aquatica L.,MATCHED
PLANT-1399,NMPB,578,Mentha aquatica L.,MATCHED
PLANT-1400,BSI,1177,Mentha arvensis L.,MATCHED
PLANT-1400,NMPB,579,Mentha arvensis L.,MATCHED
PLANT-1401,BSI,1178,Mentha longifolia (L.) Huds.,BSI_ONLY
PLANT-1402,BSI,1179,Mentha piperita L.,MATCHED
PLANT-1402,NMPB,580,Mentha piperita L.,MATCHED
PLANT-1403,BSI,1180,Mentha pulegium L.,BSI_ONLY
PLANT-1404,BSI,1181,Mentha sativa L.,BSI_ONLY
PLANT-1405,BSI,1182,Mentha spicata L.,BSI_ONLY
PLANT-1406,BSI,1183,Mentha verticillata D.Don,BSI_ONLY
PLANT-1407,NMPB,581,Mentha viridis (L. ) L.,NMPB_ONLY
PLANT-1408,BSI,1184,Menyanthes trifoliata L.,BSI_ONLY
PLANT-1409,BSI,1185,Meriandra bengalensis Benth.,BSI_ONLY
PLANT-1410,BSI,1186,Meriandra strobilifera Benth.,BSI_ONLY
PLANT-1411,BSI,1187,Merremia dissecta (Jacq.) Hallier f.,BSI_ONLY
PLANT-1412,NMPB,582,Merremia emarginata (Burm.f.),NMPB_ONLY
PLANT-1413,BSI,1188,Merremia gangetica (L.) Cufod.,BSI_ONLY
PLANT-1414,NMPB,583,Merremia hederacea (Burm.f.) Hallier f.,NMPB_ONLY
PLANT-1415,BSI,1189,Merremia tridentata (L.) Hallier f.,MATCHED
PLANT-1415,NMPB,584,Merremia tridentata (L.) Hallier f.,MATCHED
PLANT-1416,BSI,1190,Merremia turpethum (L.) Shah & Bhatt,BSI_ONLY
PLANT-1417,BSI,1191,Merremia umbellata (L.) Hallier f.,MATCHED
PLANT-1417,NMPB,585,Merremia umbellata (L.) Hallier f.,MATCHED
PLANT-1418,BSI,1192,Merremia vitifolia (Burm.f.) Hallier f.,BSI_ONLY
PLANT-1419,BSI,1193,Mesua ferrea L.,MATCHED
PLANT-1419,NMPB,586,Mesua ferrea L.,MATCHED
PLANT-1420,BSI,1194,Meyna laxiflora Robyns,BSI_ONLY
PLANT-1421,BSI,1195,Michelia champaca L.,MATCHED
PLANT-1421,NMPB,587,Michelia champaca L.,MATCHED
PLANT-1422,BSI,1196,Michelia montana Blume,BSI_ONLY
PLANT-1423,BSI,1197,Michelia nilagirica Zenk.,BSI_ONLY
PLANT-1424,BSI,1198,Microcos paniculata L.,BSI_ONLY
PLANT-1425,BSI,1199,Micromeria biflora (Buch.-Ham. ex D.Don) Benth.,MATCHED
PLANT-1425,NMPB,588,Micromeria biflora (Buch.-Ham. ex D.Don) Benth.,MATCHED
PLANT-1426,BSI,1200,Micromeria capitellata Benth.,BSI_ONLY
PLANT-1427,BSI,1201,Microrhychus nudicaulis Less.,BSI_ONLY
PLANT-1428,BSI,1202,Microsorum scolopendria (Burm.f.) Copel,BSI_ONLY
PLANT-1429,BSI,1203,Mikania cordata (Burm.f.) B.L.Rob.,BSI_ONLY
PLANT-1430,BSI,1204,Miliusa velutina (Dunal) Hook.f. & Thoms.,BSI_ONLY
PLANT-1431,BSI,1205,Millettia extensa (Benth.) Baker,BSI_ONLY
PLANT-1432,BSI,1206,Millettia pachycarpa Benth.,BSI_ONLY
PLANT-1433,BSI,1207,Millettia piscidia Wight,BSI_ONLY
