S_No,Scientific_Name,Family,Common_Name,Herbarium_Uses_URL,source_file
1030,Lamprachaenium microcephalum Benth.,ASTERACEAE,Brahma-dandi (Bombay),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009316&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1031,Lannea coromandelica (Houtt.) Merr.,ASTERACEAE,"Jhingan, Kaimil",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003380&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1032,Lasia spinosa (L.) Thwaites,ARACEAE,Kanta kachu (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013134&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1033,Lathyrus aphaca L.,FABACEAE,Janglimatar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003326&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1034,Lathyrus odoratus L.,FABACEAE,Sweet Pea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003322&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1035,Lathyrus pratensis L.,FABACEAE,Meadow vetchling (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003325&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1036,Lathyrus sativus L.,FABACEAE,"Khesari, Latri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003324&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1037,Lathyrus sphaericus Retz.,FABACEAE,Red grass pea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003323&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1038,Launaea asplenifolia (Willd.) Hook.f.,ASTERACEAE,Titlia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009359&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1039,Launaea resedifolia (L.) Kuntze,ASTERACEAE,Divided-leaved Sow Thistle (eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009355&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1040,Launaea sarmentosa (Willd.) Alston,ASTERACEAE,Sagar pathari (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009357&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1041,Laurentia longiflora (L.) Endl.,CAMPANULACEAE,Madam Fate (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009656&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1042,Lavandula bipinnata (Roth) Kuntze,LAMIACEAE,"Sarpnocharo, Aasmanifalgoto (Guj.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008736&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1043,Lavandula stoechas L.,LAMIACEAE,Dharu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008738&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1044,Lavandula vera DC.,LAMIACEAE,True Lavender (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008674&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1045,Lawsonia inermis L.,LYTHRACEAE,Mehndi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009446&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1046,Leea aequata L.,LEEACEAE,Kakajangha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003390&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1047,Leea crispa L.,LEEACEAE,Banchalita (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003391&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1048,Leea indica (Burm.f.) Merr.,LEEACEAE,Kukur-jihwa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003389&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1049,Leea macrophylla Roxb. ex Hornem.,LEEACEAE,Dholsamudra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003392&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1050,Lens culinaris Medik.,FABACEAE,"Masur, Masser",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003411&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1051,Leonotis nepetaiefolia R.Br.,LAMIACEAE,Hejurchei,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008727&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1052,Leonurus cardiaca L.,LAMIACEAE,Common Motherwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008650&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1053,Leonurus sibiricus L.,LAMIACEAE,Halkusha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008648&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1054,Lepidagathis cristata Willd.,ACANTHACEAE,Bhuiterada (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013327&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1055,Lepidagathis hamiltoniana Wall.,ACANTHACEAE,Agnikhair (Mundari),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013325&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1056,Lepidagathis incurva Buch.-Ham. ex D.Don,ACANTHACEAE,Vangvattur (Mizoram),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013323&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1057,Lepidagathis trinervis Nees,ACANTHACEAE,Harancharo (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013305&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1058,Lepidium iberis L.,BRASSICACEAE,Safed towdri,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013862&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1059,Lepidium latifolium L.,BRASSICACEAE,Gonyuch (Ladhak),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013866&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1060,Lepidium sativum L.,BRASSICACEAE,"Halim, Harf",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013867&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1061,Leptadenia reticulata (Retz.) Wight & Arn.,ASCLEPIADACEAE,Dodi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009477&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1062,Leucaena glauca (L.) Benth.,MIMOSACEAE,Lasobaval (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003460&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1063,Leucas aspera (Willd.) Link,LAMIACEAE,Safed Halkusa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008725&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1064,Leucas cephalotus (Roth.) Spreng.,LAMIACEAE,"Dhurpi sag, Deldona",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013343&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1065,Leucas lavandulifolia Sm.,LAMIACEAE,"Guma, Halkusa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008718&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1066,Leucas stelligera Wall.,LAMIACEAE,Barumbi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013345&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1067,Leucas zeylanica R.Br.,LAMIACEAE,Mudittumbei (Ceylon),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008723&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1068,Licuala spinosa Wurmb.,ARECACEAE,Jungli selai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002946&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1069,Lilium giganteum Wall.,LILIACEAE,Jaunsar-Giotra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002958&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1070,Lilium martagon L.,LILIACEAE,Turk's Cap Lily (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013138&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1071,Lilium tigrinum Ker Gawl.,LILIACEAE,Tiger Lily (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013137&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1072,Lilium wallichianum Schult.f.,LILIACEAE,Findora,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013139&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1073,Limnophila aromatica (Lam.) Merr.,SCROPHULARIACEAE,Kuttra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013258&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1074,Limnophila indica (L.) Druce,SCROPHULARIACEAE,Kuttra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013264&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1075,Limnophila rugosa (Roth) Merr.,SCROPHULARIACEAE,Kala karpur (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013257&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1076,Limonia acidissima L.,RUTACEAE,"Kavat, Kadbel (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013490&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1077,Lindera caudata Benth.,LAURACEAE,Dieng-soh-orthai-dieng-brau-salu(Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009149&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1078,Lindera neesiana (Nees) Kurz,LAURACEAE,Siltimur (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009151&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1079,Linderbergia indica (L.) Vatke,SCROPHULARIACEAE,Haldi basanto (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013266&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1080,Lindernia anagallis (Burm.f.) Pennell,SCROPHULARIACEAE,Gadagvel (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008762&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1081,Lindernia crustacea (L.) F.Muell.,SCROPHULARIACEAE,Malaysian false pimpernel (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008769&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1082,Lindernia oppositifolia (Retz.) Mukerjee,SCROPHULARIACEAE,Hendegel ba (Mundari),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008767&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1083,Lindernia procumbens (Krock.) Philcox,SCROPHULARIACEAE,Vakapushpi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008764&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1084,Lindernia ruelloides (Colsm.) Mukherjee,SCROPHULARIACEAE,Sam-tham-lang (Garo),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008766&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1085,Linum usitatissimum L.,LINACEAE,"Tisi, Alsi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013824&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1086,Liriodendron tulipifera L.,MAGNOLIACEAE,Yellow popler (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013910&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1087,Litchi chinensis Sonn.,SAPINDACEAE,Lichi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003386&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1088,Lithospermum arvensis L.,BORAGINACEAE,Corn Gromwell,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009140&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1089,Lithospermum officinale L.,BORAGINACEAE,Gromwell,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009139&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1090,Litsea cubeba (Lour.) Pers.,LAURACEAE,Mejankeri (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009157&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1091,Litsea lancifolia Hook.f.,LAURACEAE,Kali Pahenle (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009148&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1092,Litsea monopetala (Roxb.) Pers.,LAURACEAE,"Meda, Katmarra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009147&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1093,Litsea stocksii Hook.f.,LAURACEAE,"Pisi, Posha (Mar.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009156&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1094,Lobelia inflata L.,LOBELIACEAE,Puke weed (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009655&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1095,Lobelia leschenaultiana (Presl.) Skottsh.,LOBELIACEAE,Kadu hogesoppu (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009540&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1096,Lobelia nicotianifolia Roth ex Roem. & Schult.,LOBELIACEAE,"Nala, Narasala",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009534&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1097,Lobelia pyramidalis Wall.,LOBELIACEAE,Berawchal (Lushai),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009526&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1098,Lolium temulentum L.,POACEAE,Mochni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013132&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1099,Lonicera japonica Thunb.,CAPRIFOLIACEAE,Leihruisen (Lushai),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013192&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1100,Lonicera periclymenum L.,CAPRIFOLIACEAE,Woodbine Honeysuckle (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013191&column=szBarcode,BSI_Medicinal_Plant_Database (10).csv
1101,Lonicera semenovii Regel.,CAPRIFOLIACEAE,"Shea, Sheva",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009653&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1102,Loxococcus rupicola Wendl. & Drude,ARECACEAE,Dothalu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002951&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1103,Ludwigia adscendens (L.) Hara,ONAGRACEAE,Kesara-dam,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009432&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1104,Ludwigia octovalvis (Jacq.) P.H.Raven,ONAGRACEAE,Banlunga,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009434&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1105,Ludwigia perennis L.,ONAGRACEAE,"Sukuri pota, Gara sirgiti (Mundari)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009435&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1106,Ludwigia prostrata Roxb.,ONAGRACEAE,Huring Rangaini (Mundari),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009433&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1107,Luffa acutangula (L.) Roxb.,CUCURBITACEAE,"Kali tori, Jhinga tori",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009413&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1108,Luffa cylindrica(L.) M.Roem.,CUCURBITACEAE,Ghiya tori,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009411&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1109,Luffa echinata Roxb.,CUCURBITACEAE,Bindal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009415&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1110,Luisia tenuifolia Blume,CUCURBITACEAE,Amb-keli (Marathi),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002974&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1111,Lumnitzera racemosa Willd.,COMBRETACEAE,Kripa (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009553&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1112,Lupinus albus L.,FABACEAE,Turmas,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013062&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1113,Lupinus angustifolius L.,FABACEAE,Blue Lupine (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003293&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1114,Lupinus luteus L.,FABACEAE,Yellow Lupine (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003292&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1115,Luvunga scandens (Roxb.) Buch.-Ham. ex Wight,RUTACEAE,Kakoli (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009830&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1116,Lychnis coronaria (L.) Desr.,CARYOPHYLLACEAE,Rose Campion (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013964&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1117,Lycium barbarum L.,SOLANACEAE,Gangro (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009185&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1118,Lycopodium cernuum L.,LYCOPODIACEAE,Kangrem (Lushai),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008562&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1119,Lycopodium clavatum L.,LYCOPODIACEAE,Bendarli (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008564&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1120,Lycopus europaeus L.,LAMIACEAE,"Jalnim, Gandamgundu (Kashmir & Punjab)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008706&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1121,Lygodium flexuosum (L.) Sw.,LYGODIACEAE,Bhut-raj (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008554&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1122,Lygodium japonicum (Thunb.) Sw.,LYGODIACEAE,Japanese climbing fern (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008551&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1123,Lygodium microphyllum (Cav.) R.Br.,LYGODIACEAE,Curalvallipanna (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008552&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1124,Lyonia ovalifolia (Wall.) Drude,LYGODIACEAE,Angeri (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013546&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1125,Macaranga denticulata (Blume) Muell.-Arg.,PROTEACEAE,Burna (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008770&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1126,Macaranga indica Wight,EUPHORBIACEAE,Uppila (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008772&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1127,Macaranga peltata (Roxb.) Muell.-Arg.,EUPHORBIACEAE,Chanda (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008774&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1128,Madhuca butyracea (Roxb.) J.F.Macbr.,MORACEAE,Phulvara,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013553&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1129,Madhuca longifolia (Koen.) Macbride,SAPOTACEAE,South Indian Mahua (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013556&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1130,Magnolia grandifolia L.,CAPPARACEAE,"Andachampa, Him champa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013909&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1131,Mahonia borealis Takeda,BERBERIDACEAE,Pualeng (Lushai),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003780&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1132,Mahonia sikkimensis Takeda,BERBERIDACEAE,Chatri (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000004776&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1133,Majorana hortensis Moench.,BERBERIDACEAE,Murwa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008709&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1134,Malachra capitata L.,LAMIACEAE,Banbhindi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013839&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1135,Mallotus philippensis (Lam.) Muell.Arg.,EUPHORBIACEAE,"Kamala, Sindur",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008801&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1136,Malpighia glabra L.,MALPIGHIACEAE,Barbados Cherry (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013820&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1137,Malpighia punicifolia L.,MALPIGHIACEAE,Vallari (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013818&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1138,Malus pumila Mill.,MALPIGHIACEAE,"Seb, Sev",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013075&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
1139,Malus sylvestris Mill.,ROSACEAE,"Gulkhair, Kunzi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009639&column=szBarcode,BSI_Medicinal_Plant_Database (11).csv
